                  1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26
201411        0.746        0.836        0.831        0.809        0.597        0.605       -0.128        0.415        0.824        0.198       -0.290        3.207       19.185       14.712       25.930       38.285        0.428       -0.579       -0.428       -0.115        0.360        0.504        0.497        0.383        0.206       -0.655
201412        0.328        0.709        0.822        0.735        0.659        0.547       -0.408        0.258        0.713        0.189       -0.253        0.431       19.619       13.597       24.469       37.228        0.369       -0.501       -0.468       -0.390        0.333        0.381        0.538        0.370       -0.113        0.096
201501       -0.091        0.342        0.809        0.504        0.666        0.410       -0.346       -0.054        0.485       -0.003        0.101        0.479       18.321       11.882       22.145       30.786        0.273        0.016       -0.061       -0.417        0.537        0.018        0.673        0.164       -0.352       -0.452
201502       -0.392        0.061        0.942        0.440        0.601        0.232       -0.601        0.054        0.370        0.009        0.240        0.289       20.276       16.576       20.407       27.723        0.193        0.710        0.204       -0.669        0.859       -0.316        0.918        0.151       -0.289       -0.137
201503        0.087        0.156        0.984        0.526        0.444        0.170       -0.106        0.255        0.485       -0.208        0.143        0.578       24.784       30.737       20.154       27.069        0.079        0.828        0.400       -0.118        0.779       -0.238        0.922        0.321       -0.078       -0.477
201504        1.040        0.733        1.124        0.801        0.545        0.443        0.610        0.407        0.926       -0.340        0.270        0.678       26.806       42.555       21.648       29.327        0.052        0.690        0.348        0.506        0.572        0.284        0.831        0.388        0.144       -0.195
201505        1.635        1.044        1.078        1.033        0.432        0.628        0.954        0.505        1.122       -0.041        0.266        0.807       24.818       41.782       23.101       30.157        0.161        0.168        0.147        0.935        0.281        0.613        0.660        0.486        0.220       -0.085
201506        2.230        1.576        1.065        1.303        0.392        0.907        0.794        0.591        1.440       -0.083        0.066        1.721       18.707       28.230       24.350       32.602        0.167        0.082        0.290        0.807        0.077        1.150        0.435        0.553        0.342       -0.426
201507        2.440        1.970        1.014        1.559        0.209        1.213        0.268        0.651        1.632        0.080       -0.149        2.697       15.016       19.588       25.462       29.724        0.167       -0.530       -0.275        0.316        0.101        1.565        0.226        0.561        0.470       -0.365
201508        1.593        2.087        1.096        1.937        0.202        1.392        0.273        0.854        1.630        0.354       -0.348        2.722       13.671       16.212       26.470       31.684        0.261       -1.297       -0.113        0.225        0.314        1.649        0.261        0.682        0.631       -0.344
201509        2.168        2.461        1.137        2.183        0.192        1.643       -0.071        0.908        1.891        0.562       -0.162        3.699       15.314       18.249       25.152       32.616        0.510       -0.383        0.220       -0.068        0.113        2.007        0.152        0.724        0.809       -0.385
